customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_type,internet_service,internet_type,service_type_phone_internet,contract_type,contract_description,payment_type,monthly_charges,total_charges,churn,monthly_tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date_today_tenure,average_monthly_charges
7643-RCHXS,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Electronic check,$19.35,"$1,263.85",No,65,1,0,1,0,0,3,20220101,$19.35
7644-OMVMY,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$19.85,,No,0,0,0,1,0,0,3,20211028,#DIV/0!
7647-GYYKX,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$20.35,"$1,092.35",No,54,1,0,1,0,0,3,20211220,$20.35
7649-PHJVR,Male,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.50,$226.80,No,12,0,0,1,0,0,0,20211108,$19.50
7649-SIJJF,Male,0,Yes,No,2,Two or More Lines,1,DSL,3,2,2 Year,Mailed check,$80.10,"$5,585.40",No,70,0,0,1,1,1,1,20220105,$80.10
7654-YWJUF,Male,0,Yes,No,1,One Line,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$84.25,"$3,539.25",No,42,0,0,1,1,1,1,20211209,$84.25
7657-DYEPJ,Male,1,No,No,1,One Line,1,DSL,3,1,1 Year,Credit card (automatic),$70.15,"$2,497.35",Yes,36,0,1,1,1,1,0,20211202,$70.15
7658-UYUQS,Male,1,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$86.55,"$1,857.25",No,21,0,0,1,1,1,1,20211118,$86.55
7660-HDPJV,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$69.20,$69.20,Yes,1,1,1,1,1,1,0,20211029,$69.20
7661-CPURM,Male,0,No,No,1,One Line,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$87.70,"$1,725.95",No,20,0,0,1,1,1,0,20211116,$87.70
7663-CUXZB,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Electronic check,$113.75,"$6,561.25",No,58,0,0,1,1,1,1,20211224,$113.75
7663-RGWBC,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$44.15,$44.15,Yes,1,0,1,1,1,1,0,20211029,$44.15
7663-YJHSN,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$103.95,"$7,556.90",No,73,1,0,1,1,1,1,20220108,$103.95
7663-ZTEGJ,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$100.55,"$2,830.45",No,28,0,0,1,1,1,2,20211125,$100.55
7665-NKLAV,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Credit card (automatic),$40.65,"$1,547.35",No,38,1,0,0,1,0,3,20211205,$40.65
7665-TOALD,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$69.60,$69.60,Yes,1,1,1,1,1,1,0,20211029,$69.60
7665-VIGUD,Male,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$20.35,$176.30,No,9,0,0,1,0,0,0,20211105,$20.35
7666-WKRON,Female,0,No,No,1,One Line,2,Fiber Optic,3,2,2 Year,Electronic check,$80.45,"$3,201.55",Yes,40,1,1,1,1,1,0,20211206,$80.45
7668-XCFYV,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$92.55,"$1,614.70",No,17,1,0,1,1,1,1,20211114,$92.55
7669-LCRSD,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$56.30,$628.65,No,11,0,0,1,1,1,3,20211108,$56.30
7670-ZBPOQ,Female,0,Yes,No,2,Two or More Lines,1,DSL,3,1,1 Year,Bank transfer (automatic),$61.05,"$3,478.75",No,57,1,0,1,1,1,1,20211223,$61.05
7672-VFMXZ,Male,0,Yes,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$55.70,"$3,171.60",No,57,0,0,1,1,1,1,20211223,$55.70
7673-BQGKU,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$20.15,"$1,337.50",No,66,1,0,1,0,0,3,20220102,$20.15
7673-LPRNY,Female,0,No,No,2,Two or More Lines,1,DSL,3,1,1 Year,Electronic check,$78.55,"$1,843.05",No,23,1,0,1,1,1,0,20211120,$78.55
7674-YTAFD,Female,0,No,No,1,One Line,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$79.95,"$2,684.85",No,34,1,0,1,1,1,0,20211130,$79.95
7675-OZCZG,Female,1,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$45.00,$127.10,Yes,3,1,1,1,1,1,0,20211030,$45.00
7677-SJJJK,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Credit card (automatic),$19.90,$153.95,No,8,0,0,1,0,0,3,20211104,$19.90
7682-AZNDK,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$89.85,"$3,091.75",No,34,0,0,1,1,1,3,20211201,$89.85
7683-CBDKJ,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$65.45,$937.60,Yes,14,0,1,1,1,1,3,20211111,$65.45
7684-XSZIY,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$24.30,"$1,643.25",No,68,0,0,1,0,0,3,20220103,$24.30
7688-AWMDX,Male,0,Yes,No,1,One Line,1,DSL,3,2,2 Year,Bank transfer (automatic),$54.50,"$3,778.20",No,69,0,0,1,1,1,1,20220105,$54.50
7690-KPNCU,Male,0,Yes,Yes,1,One Line,1,DSL,3,1,1 Year,Credit card (automatic),$73.05,"$4,688.65",No,64,0,0,1,1,1,3,20211231,$73.05
7691-KGKGP,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Credit card (automatic),$65.00,"$3,363.80",No,52,0,0,1,1,1,3,20211218,$65.00
7691-XVTZH,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$89.95,"$5,974.30",No,66,1,0,1,1,1,1,20220102,$89.95
7693-LCKZL,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$80.15,$385.00,Yes,5,0,1,1,1,1,3,20211101,$80.15
7693-QPEFS,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$72.95,"$3,829.75",No,52,0,0,1,1,1,0,20211219,$72.95
7694-VLBWQ,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$104.10,"$7,040.85",Yes,68,0,1,1,1,1,1,20220103,$104.10
7695-PKLCZ,Female,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Credit card (automatic),$20.50,"$1,424.90",No,70,1,0,1,0,0,0,20220105,$20.50
7696-AMHOD,Female,0,Yes,Yes,1,One Line,1,DSL,3,1,1 Year,Credit card (automatic),$78.00,"$3,824.20",No,49,1,0,1,1,1,3,20211216,$78.00
7696-CFTAT,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$19.80,$726.10,No,37,0,0,1,0,0,3,20211203,$19.80
7698-YFGEZ,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.00,$20.00,No,1,0,0,1,0,0,0,20211029,$20.00
7703-ZEKEF,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$81.00,"$1,917.10",Yes,24,0,1,1,1,1,0,20211120,$81.00
7706-DZNKK,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Credit card (automatic),$20.45,$237.30,No,12,0,0,1,0,0,0,20211108,$20.45
7706-YLMQA,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Bank transfer (automatic),$19.70,"$1,341.50",No,68,1,0,1,0,0,0,20220104,$19.70
7707-PYBBH,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$61.90,"$2,647.10",No,43,0,0,1,1,1,0,20211209,$61.90
7710-JSYOA,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$93.30,"$6,398.05",No,69,1,0,1,1,1,3,20220104,$93.30
7711-GQBZC,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$24.70,"$1,810.55",No,73,1,0,1,0,0,3,20220109,$24.70
7711-YIJWC,Male,0,Yes,Yes,1,One Line,1,DSL,3,1,1 Year,Bank transfer (automatic),$84.90,"$5,264.50",No,62,0,0,1,1,1,3,20211229,$84.90
7714-YXSMB,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$100.50,"$2,599.95",No,26,1,0,1,1,1,0,20211122,$100.50
7716-YTYHG,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Mailed check,$82.05,"$4,029.95",Yes,49,1,1,1,1,1,3,20211216,$82.05
7717-BICXI,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$20.55,"$1,205.05",No,59,0,0,1,0,0,3,20211225,$20.55
7718-RXDGG,Male,0,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$68.60,"$1,108.60",No,16,0,0,1,1,1,1,20211113,$68.60
7718-UPSKJ,Female,0,Yes,No,1,One Line,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$106.40,"$7,251.90",No,68,1,0,1,1,1,1,20220104,$106.40
7721-DVEKZ,Female,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$19.65,$19.65,No,1,1,0,1,0,0,0,20211029,$19.65
7721-JXEAW,Male,0,Yes,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Bank transfer (automatic),$41.05,"$2,452.70",Yes,60,0,1,0,1,0,1,20211226,$41.05
7722-CVFXN,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$105.20,"$5,637.85",No,54,0,0,1,1,1,3,20211220,$105.20
7722-VJRQD,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Bank transfer (automatic),$60.95,"$4,549.05",No,75,0,0,0,1,0,3,20220110,$60.95
7727-SHVZV,Female,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$19.50,$150.35,No,8,1,0,1,0,0,0,20211104,$19.50
7729-JTEEC,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$44.50,$90.05,No,2,0,0,1,1,1,3,20211030,$44.50
7729-XBTWX,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$19.75,"$1,344.50",No,68,0,0,1,0,0,3,20220104,$19.75
7730-CLDSV,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$98.65,"$7,129.45",No,72,1,0,1,1,1,3,20220108,$98.65
7730-IUTDZ,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$75.20,"$3,198.60",Yes,43,0,1,1,1,1,0,20211209,$75.20
7733-UDMTP,Female,1,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$55.00,"$3,094.05",No,56,1,0,0,1,0,0,20211223,$55.00
7734-DBOAI,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$40.10,$40.10,Yes,1,1,1,0,1,0,3,20211029,$40.10
7739-LAXOG,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$91.05,"$2,954.50",Yes,32,1,1,1,1,1,3,20211129,$91.05
7740-BTPUX,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Electronic check,$113.60,"$6,292.70",No,55,0,0,1,1,1,1,20211222,$113.60
7740-KKCXF,Male,0,Yes,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Credit card (automatic),$30.05,"$1,529.45",No,51,0,0,0,1,0,1,20211217,$30.05
7742-MYPGI,Female,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$48.80,$297.35,No,6,1,0,1,1,1,3,20211103,$48.80
7743-EXURX,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$51.05,$415.05,Yes,8,0,1,1,1,1,3,20211105,$51.05
7746-AWNQW,Female,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Mailed check,$35.75,$961.40,No,27,1,0,0,1,0,0,20211123,$35.75
7746-QYVCO,Male,0,Yes,Yes,1,One Line,1,DSL,3,1,1 Year,Mailed check,$55.85,$857.80,No,15,0,0,1,1,1,3,20211112,$55.85
7748-UMTRK,Female,1,No,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$101.30,"$2,974.50",No,29,1,0,1,1,1,2,20211126,$101.30
7750-EYXWZ,Female,0,No,No,0,No Phone Service,1,DSL,2,1,1 Year,Electronic check,$60.65,$743.30,No,12,1,0,0,1,0,0,20211109,$60.65
7752-XUSCI,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$105.90,"$6,396.45",Yes,60,1,1,1,1,1,0,20211227,$105.90
7753-USQYQ,Male,0,No,No,1,One Line,1,DSL,3,1,1 Year,Electronic check,$64.20,"$3,627.30",No,57,0,0,1,1,1,0,20211223,$64.20
7754-IXRMC,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$45.35,$45.35,No,1,1,0,1,1,1,0,20211029,$45.35
7758-UJWYS,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Electronic check,$40.55,"$1,325.85",No,33,0,0,0,1,0,3,20211129,$40.55
7758-XKCBS,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$29.70,$438.25,Yes,15,0,1,0,1,0,0,20211111,$29.70
7760-OYPDY,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$80.65,$144.15,Yes,2,1,1,1,1,1,0,20211029,$80.65
7762-ONLJY,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.70,$94.45,No,5,1,0,1,0,0,3,20211101,$19.70
7762-URZQH,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Credit card (automatic),$106.05,"$6,981.35",Yes,66,0,1,1,1,1,1,20220101,$106.05
7764-BDPEE,Male,0,No,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.85,$60.65,No,3,0,0,1,0,0,2,20211030,$20.85
7765-LWVVH,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Electronic check,$95.10,"$6,843.15",No,72,1,0,1,1,1,3,20220107,$95.10
7766-CLTIC,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$60.95,$629.55,No,10,1,0,1,1,1,0,20211107,$60.95
7767-UXAGJ,Male,0,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$50.45,$50.45,Yes,1,0,1,1,1,1,0,20211029,$50.45
7771-CFQRQ,Female,0,Yes,Yes,1,One Line,1,DSL,3,2,2 Year,Bank transfer (automatic),$63.80,"$3,007.25",No,47,1,0,1,1,1,3,20211214,$63.80
7771-ZONAT,Male,0,No,No,0,No Phone Service,1,DSL,2,2,2 Year,Bank transfer (automatic),$56.75,"$1,304.85",No,23,0,0,0,1,0,0,20211119,$56.75
7774-OJSXI,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$103.45,"$3,066.45",Yes,30,0,1,1,1,1,0,20211126,$103.45
7776-QGYJC,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$81.50,"$3,107.30",No,38,1,0,1,1,1,3,20211205,$81.50
7776-QWNFX,Male,1,Yes,No,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$50.40,"$1,527.50",Yes,30,0,1,1,1,1,1,20211127,$50.40
7777-UNYHB,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Credit card (automatic),$20.10,$232.40,No,12,1,0,1,0,0,3,20211108,$20.10
7779-LGOVN,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$86.65,$856.65,Yes,10,0,1,1,1,1,1,20211106,$86.65
7779-ORAEL,Male,1,Yes,No,2,Two or More Lines,1,DSL,3,2,2 Year,Credit card (automatic),$75.15,"$3,480.35",No,46,0,0,1,1,1,1,20211213,$75.15
7780-OTDSO,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$99.40,"$1,742.95",Yes,18,0,1,1,1,1,1,20211114,$99.40
7781-EWARA,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,1,1 Year,Electronic check,$60.35,"$4,138.70",No,69,0,0,0,1,0,3,20220104,$60.35
7781-HVGMK,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Credit card (automatic),$65.20,"$4,784.45",No,73,1,0,0,1,0,3,20220109,$65.20
7783-YKGDV,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$99.70,"$1,238.45",Yes,12,1,1,1,1,1,0,20211109,$99.70
7785-RDVIG,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$19.30,$54.70,No,3,1,0,1,0,0,3,20211030,$19.30
7786-WBJYI,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$77.95,$305.55,Yes,4,1,1,1,1,1,0,20211031,$77.95
7787-BNTZM,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$20.15,$130.50,No,6,0,0,1,0,0,0,20211103,$20.15
7789-CRUVC,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$94.20,"$5,895.45",No,63,1,0,1,1,1,1,20211229,$94.20
7789-HKSBS,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$105.20,"$4,599.15",No,44,1,0,1,1,1,1,20211210,$105.20
7794-JASDG,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$50.75,$50.75,No,1,0,0,1,1,1,0,20211029,$50.75
7795-CFOCW,Male,0,No,No,0,No Phone Service,1,DSL,2,1,1 Year,Bank transfer (automatic),$42.30,"$1,840.75",No,44,0,0,0,1,0,0,20211210,$42.30
7797-EJMDP,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$66.05,$574.50,No,9,1,0,1,1,1,0,20211105,$66.05
7798-JVXYM,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$69.65,$921.40,No,13,1,0,1,1,1,0,20211110,$69.65
7799-DSEWS,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$68.35,"$1,299.80",No,19,0,0,1,1,1,0,20211116,$68.35
7799-LGRDP,Female,0,No,No,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Credit card (automatic),$25.70,"$1,188.20",No,46,1,0,1,0,0,0,20211213,$25.70
7801-CEDNV,Male,0,Yes,No,1,One Line,1,DSL,3,1,1 Year,Credit card (automatic),$48.70,"$1,421.75",No,29,0,0,1,1,1,1,20211126,$48.70
7801-KICAO,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$74.15,"$1,345.75",No,18,1,0,1,1,1,0,20211115,$74.15
7802-EFKNY,Male,0,Yes,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$24.95,$100.40,Yes,4,0,1,0,1,0,1,20211101,$24.95
7803-XOCCZ,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$84.05,"$4,326.80",No,51,1,0,1,1,1,3,20211218,$84.05
7808-DVWEP,Male,0,Yes,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$20.00,$49.65,No,2,0,0,1,0,0,1,20211030,$20.00
7811-JIVPF,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Credit card (automatic),$49.70,"$1,081.25",No,22,1,0,1,1,1,0,20211118,$49.70
7812-FZHPE,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,0,Month-to-Month,Mailed check,$24.10,$409.90,Yes,17,1,1,1,0,0,3,20211114,$24.10
7813-TKCVO,Female,0,Yes,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$20.35,$393.15,No,19,1,0,1,0,0,1,20211116,$20.35
7813-ZGGAW,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$96.60,"$2,877.95",No,30,0,0,1,1,1,0,20211126,$96.60
7814-LEEVE,Female,0,Yes,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$20.30,$20.30,No,1,1,0,1,0,0,1,20211029,$20.30
7815-PDTHL,Male,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$20.20,$684.40,No,34,0,0,1,0,0,0,20211130,$20.20
7816-VGHTO,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Mailed check,$40.55,$217.50,No,5,1,0,0,1,0,3,20211102,$40.55
7817-BOQPW,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$75.55,$166.30,Yes,2,1,1,1,1,1,0,20211030,$75.55
7817-OMJNA,Male,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Bank transfer (automatic),$20.40,$275.70,No,14,0,0,1,0,0,0,20211110,$20.40
7820-ZYGNY,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$90.45,"$5,825.50",No,64,0,0,1,1,1,0,20211231,$90.45
7821-DPRQE,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$107.70,"$7,320.90",No,68,0,0,1,1,1,1,20220103,$107.70
7823-JSOAG,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$74.50,$217.45,No,3,0,0,1,1,1,0,20211030,$74.50
7824-PANSQ,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$80.65,"$4,807.35",No,60,0,0,1,1,1,0,20211226,$80.65
7825-ECJRF,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$106.60,"$1,934.45",Yes,18,1,1,1,1,1,0,20211115,$106.60
7825-GKXMW,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$45.80,$45.80,Yes,1,1,1,1,1,1,0,20211029,$45.80
7826-VVKWT,Female,1,Yes,Yes,1,One Line,2,Fiber Optic,3,2,2 Year,Electronic check,$96.55,"$2,263.45",No,23,1,0,1,1,1,3,20211120,$96.55
7831-QGOXH,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$85.20,"$1,553.90",Yes,18,1,1,1,1,1,0,20211115,$85.20
7833-PKIHD,Male,0,Yes,Yes,1,One Line,1,DSL,3,1,1 Year,Bank transfer (automatic),$76.40,"$3,966.30",No,52,0,0,1,1,1,3,20211218,$76.40
7838-LAZFO,Male,0,Yes,No,1,One Line,1,DSL,3,1,1 Year,Bank transfer (automatic),$78.80,"$3,597.50",No,46,0,0,1,1,1,1,20211212,$78.80
7839-NUIAA,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$59.80,"$3,641.50",No,61,1,0,1,1,1,3,20211227,$59.80
7839-QRKXN,Female,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.20,$20.20,Yes,1,1,1,1,0,0,0,20211029,$20.20
7841-FCRQD,Female,0,Yes,No,1,One Line,1,DSL,3,1,1 Year,Credit card (automatic),$53.75,"$1,857.30",No,35,1,0,1,1,1,1,20211201,$53.75
7841-TZDMQ,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Credit card (automatic),$46.00,$84.50,Yes,2,0,1,1,1,1,0,20211029,$46.00
7845-URHJN,Female,0,Yes,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$20.15,$156.25,Yes,8,1,1,1,0,0,1,20211104,$20.15
7850-THJMU,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Credit card (automatic),$19.65,$494.90,No,25,1,0,1,0,0,3,20211122,$19.65
7850-VWJUU,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$75.00,"$1,778.50",No,24,1,0,1,1,1,0,20211120,$75.00
7851-FLGGQ,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Mailed check,$44.65,$44.65,Yes,1,0,1,0,1,0,0,20211029,$44.65
7851-WZEKY,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$95.15,$196.90,Yes,2,1,1,1,1,1,0,20211030,$95.15
7852-LECYP,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$93.80,"$1,261.00",No,13,0,0,1,1,1,1,20211110,$93.80
7853-GVUDZ,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Credit card (automatic),$20.15,$20.15,Yes,1,1,1,1,0,0,3,20211029,$20.15
7853-OETYL,Female,0,Yes,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$29.05,$129.60,No,4,1,0,0,1,0,1,20211101,$29.05
7853-WNZSY,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Credit card (automatic),$19.75,$19.75,No,1,0,0,1,0,0,0,20211029,$19.75
7854-EDSSA,Male,0,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$59.00,"$1,254.70",Yes,21,0,1,1,1,1,0,20211118,$59.00
7854-EKTJL,Female,0,No,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Electronic check,$19.60,$35.85,Yes,2,1,1,1,0,0,2,20211029,$19.60
7854-FOKSF,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$35.90,$35.90,Yes,1,0,1,0,1,0,0,20211029,$35.90
7855-DIWPO,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$68.65,"$1,493.20",No,22,1,0,1,1,1,0,20211118,$68.65
7856-GANIL,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$98.70,"$4,525.80",No,46,0,0,1,1,1,1,20211212,$98.70
